hominum,rdnumber,CaseNumber,Date2,year,trac2000,location,locatinr,LocationDescription,ArrestD,DomesticD,gridid,X_MetCent,Y_MetCent,All_Inside,YearFive,Population
79167,A086513, ,,1979,281700,1109,2, ,1,0,40695,355440.973255,578872.757678,1,1975 to 1979,3062881.0
79168,A087439, ,,1979,390400,1115,3, ,1,0,28847,360690.973255,571222.757678,1,1975 to 1979,3062881.0
79169,A087602, ,,1979,360300,1501,1, ,1,1,31641,360390.973255,573022.757678,1,1975 to 1979,3062881.0
79170,A087818, ,,1979,420500,1101,1, ,1,0,24649,360090.973255,568522.757678,1,1975 to 1979,3062881.0
79171,A087542, ,,1979,681200,2100,9, ,1,1,22069,357540.973255,566872.757678,1,1975 to 1979,3062881.0
79172,A087859, ,,1979,241400,1101,1, ,0,0,45814,354390.973255,582172.757678,1,1975 to 1979,3062881.0
79173,A028455, ,,1979,380600,1501,1, ,1,0,29765,358590.973255,571822.757678,1,1975 to 1979,3062881.0
79174,A089871, ,,1979,240900,1107,1, ,1,0,44405,352740.973255,581272.757678,1,1975 to 1979,3062881.0
79175,A092813, ,,1979,291600,2100,9, ,0,0,36951,353040.973255,576472.757678,1,1975 to 1979,3062881.0
79176,A092981, ,,1979,260700,2100,9, ,1,0,39960,350040.973255,578422.757678,1,1975 to 1979,3062881.0
79177,A093829, ,,1979,251500,1101,1, ,1,1,42742,347940.973255,580222.757678,1,1975 to 1979,3062881.0
79178,A094348, ,,1979,260500,2100,9, ,1,0,40888,349440.973255,579022.757678,1,1975 to 1979,3062881.0
79179,A094388, ,,1979,242100,1308,6, ,1,0,43721,354990.973255,580822.757678,1,1975 to 1979,3062881.0
79180,A095217, ,,1979,271400,2100,9, ,1,0,40902,351540.973255,579022.757678,1,1975 to 1979,3062881.0
79181,A095729, ,,1979,460400,2100,9, ,1,0,18851,364140.973255,564772.757678,1,1975 to 1979,3062881.0
79182,A095616, ,,1979,221300,2200,9, ,0,0,47199,352440.973255,583072.757678,1,1975 to 1979,3062881.0
79183,A093265, ,,1979,281800,2200,9, ,0,0,41169,356640.973255,579172.757678,1,1975 to 1979,3062881.0
79184,A097295, ,,1979,461000,3118,10, ,1,0,15131,365340.973255,562372.757678,1,1975 to 1979,3062881.0
79185,A097590, ,,1979,281000,2909,7, ,1,0,41151,353940.973255,579172.757678,1,1975 to 1979,3062881.0
79186,A099126, ,,1979,671300,1397,11, ,1,0,22984,354990.973255,567472.757678,1,1975 to 1979,3062881.0
79187,A099391, ,,1979,251100,2350,10, ,1,0,43442,348090.973255,580672.757678,1,1975 to 1979,3062881.0
79188,A099252, ,,1979,430100,1115,3, ,1,0,21644,363690.973255,566572.757678,1,1975 to 1979,3062881.0
79189,A099530, ,,1979,310500,2200,9, ,1,0,36740,356340.973255,576322.757678,1,1975 to 1979,3062881.0
79190,A099618, ,,1979,261000,1204,6, ,1,0,39264,350490.973255,577972.757678,1,1975 to 1979,3062881.0
79191,A099867, ,,1979,680200,1107,1, ,1,0,24637,358290.973255,568522.757678,1,1975 to 1979,3062881.0
79192,A102486, ,,1979,270800,2200,9, ,0,0,40909,352590.973255,579022.757678,1,1975 to 1979,3062881.0
79193,A102568, ,,1979,292200,2100,9, ,1,0,37171,351090.973255,576622.757678,1,1975 to 1979,3062881.0
79194,A102801, ,,1979,381400,2100,9, ,1,0,28838,359340.973255,571222.757678,1,1975 to 1979,3062881.0
79195,A103368, ,,1979,400400,1308,6, ,1,1,25342,359190.973255,568972.757678,1,1975 to 1979,3062881.0
79196,A096917, ,,1979,61600,2100,9, ,0,0,52351,356340.973255,586372.757678,1,1975 to 1979,3062881.0
79197,A103869, ,,1979,30800,1305,5, ,1,0,58638,355740.973255,590422.757678,1,1975 to 1979,3062881.0
79199,A104440, ,,1979,260800,1115,3, ,1,0,40198,350790.973255,578572.757678,1,1975 to 1979,3062881.0
79200,A105531, ,,1979,410900,1101,1, ,1,0,26993,362190.973255,570022.757678,1,1975 to 1979,3062881.0
79201,A096902, ,,1979,380900,1101,1, ,0,0,29540,359790.973255,571672.757678,1,1975 to 1979,3062881.0
79202,A107703, ,,1979,440900,3001,4, ,1,0,14399,360390.973255,561922.757678,1,1975 to 1979,3062881.0
79203,A108681, ,,1979,281600,2100,9, ,1,0,41159,355140.973255,579172.757678,1,1975 to 1979,3062881.0
79204,A109878, ,,1979,80100,1101,1, ,1,0,45375,358440.973255,581872.757678,1,1975 to 1979,3062881.0
79205,A111975, ,,1979,282700,2700,10, ,0,0,38586,353640.973255,577522.757678,1,1975 to 1979,3062881.0
79206,A104015, ,,1979,242700,2100,9, ,1,0,43939,352740.973255,580972.757678,1,1975 to 1979,3062881.0
79207,A111985, ,,1979,711400,1202,5, ,1,0,16008,357090.973255,562972.757678,1,1975 to 1979,3062881.0
79208,A112597, ,,1979,351400,1101,1, ,1,0,32098,359040.973255,573322.757678,1,1975 to 1979,3062881.0
79209,A102893, ,,1979,242200,1101,1, ,1,1,44652,354840.973255,581422.757678,1,1975 to 1979,3062881.0
79210,A062003, ,,1979,390400,1101,1, ,1,0,28614,360690.973255,571072.757678,1,1975 to 1979,3062881.0
79211,A114291, ,,1979,281200,1101,1, ,1,0,40685,353940.973255,578872.757678,1,1975 to 1979,3062881.0
79212,A117128, ,,1979,300700,2200,9, ,1,0,35077,351540.973255,575272.757678,1,1975 to 1979,3062881.0
79213,A020206, ,,1979,681000,1202,5, ,1,0,22530,356790.973255,567172.757678,1,1975 to 1979,3062881.0
79214,A117236, ,,1979,311300,2555,10, ,0,0,33694,353790.973255,574372.757678,1,1975 to 1979,3062881.0
79215,A117236, ,,1979,311300,2555,10, ,0,0,33694,353790.973255,574372.757678,1,1975 to 1979,3062881.0
79216,A120558, ,,1979,431400,1101,1, ,1,0,19322,364890.973255,565072.757678,1,1975 to 1979,3062881.0
79217,A121091, ,,1979,310600,1202,5, ,1,0,36739,356190.973255,576322.757678,1,1975 to 1979,3062881.0
79218,A121213, ,,1979,290900,1101,1, ,0,0,38098,350340.973255,577222.757678,1,1975 to 1979,3062881.0
79219,A121540, ,,1979,251600,2303,4, ,1,0,43212,348540.973255,580522.757678,1,1975 to 1979,3062881.0
79220,A122496, ,,1979,222800,1115,3, ,0,0,46958,351240.973255,582922.757678,1,1975 to 1979,3062881.0
79221,A115659, ,,1979,400200,1501,1, ,1,0,26737,358740.973255,569872.757678,1,1975 to 1979,3062881.0
79222,A125967, ,,1979,340200,1101,1, ,1,0,35819,357990.973255,575722.757678,1,1975 to 1979,3062881.0
79223,A108021, ,,1979,51300,1101,1, ,0,0,50241,354390.973255,585022.757678,1,1975 to 1979,3062881.0
79224,A128647, ,,1979,284200,2100,9, ,0,0,37657,354090.973255,576922.757678,1,1975 to 1979,3062881.0
79225,A128651, ,,1979,291400,2100,9, ,1,0,37645,352290.973255,576922.757678,1,1975 to 1979,3062881.0
79226,A128847, ,,1979,60800,1101,1, ,1,0,53519,356790.973255,587122.757678,1,1975 to 1979,3062881.0
79227,A128806, ,,1979,670500,1202,5, ,1,1,23682,354840.973255,567922.757678,1,1975 to 1979,3062881.0
79228,A128954, ,,1979,421000,2200,9, ,1,0,23727,361590.973255,567922.757678,1,1975 to 1979,3062881.0
79229,A128954, ,,1979,421000,2200,9, ,1,0,23727,361590.973255,567922.757678,1,1975 to 1979,3062881.0
79230,A128855, ,,1979,461000,2100,9, ,0,0,14899,365490.973255,562222.757678,1,1975 to 1979,3062881.0
79231,A129928, ,,1979,490600,1107,1, ,1,0,13223,358740.973255,561172.757678,1,1975 to 1979,3062881.0
79232,A130253, ,,1979,351500,1501,1, ,1,0,32327,358440.973255,573472.757678,1,1975 to 1979,3062881.0
79233,A130922, ,,1979,241200,2100,9, ,1,0,45578,353940.973255,582022.757678,1,1975 to 1979,3062881.0
79234,A131442, ,,1979,270200,2200,9, ,0,0,41608,352590.973255,579472.757678,1,1975 to 1979,3062881.0
79235,A129673, ,,1979,241100,2100,9, ,1,0,44875,353340.973255,581572.757678,1,1975 to 1979,3062881.0
79236,A132420, ,,1979,320200,1109,2, ,1,0,41879,358290.973255,579622.757678,1,1975 to 1979,3062881.0
79237,A132420, ,,1979,320200,1109,2, ,1,0,41879,358290.973255,579622.757678,1,1975 to 1979,3062881.0
79238,A132499, ,,1979,291300,1101,1, ,1,1,37408,351690.973255,576772.757678,1,1975 to 1979,3062881.0
79239,A130123, ,,1979,691100,2400,7, ,1,0,19976,358140.973255,565522.757678,1,1975 to 1979,3062881.0
79240,A134885, ,,1979,231200,2400,7, ,1,0,44158,350640.973255,581122.757678,1,1975 to 1979,3062881.0
79241,A135207, ,,1979,241100,2100,9, ,1,0,45806,353190.973255,582172.757678,1,1975 to 1979,3062881.0
79242,A135419, ,,1979,252200,2100,9, ,1,0,39719,348840.973255,578272.757678,1,1975 to 1979,3062881.0
79243,A136540, ,,1979,381000,1101,1, ,1,1,29309,360090.973255,571522.757678,1,1975 to 1979,3062881.0
79244,A137672, ,,1979,80800,1507,3, ,0,0,44668,357240.973255,581422.757678,1,1975 to 1979,3062881.0
79245,A138532, ,,1979,430800,1107,1, ,0,0,20478,363540.973255,565822.757678,1,1975 to 1979,3062881.0
79246,A139539, ,,1979,10100,1115,3, ,1,0,64924,354990.973255,594472.757678,1,1975 to 1979,3062881.0
79247,A138210, ,,1979,231200,1304,6, ,0,0,43923,350340.973255,580972.757678,1,1975 to 1979,3062881.0
79248,A141025, ,,1979,360500,1101,1, ,1,0,30943,360540.973255,572572.757678,1,1975 to 1979,3062881.0
79249,A141308, ,,1979,450300,2200,9, ,1,0,17210,362640.973255,563722.757678,1,1975 to 1979,3062881.0
79250,A142183, ,,1979,681100,1202,5, ,1,0,21135,357240.973255,566272.757678,1,1975 to 1979,3062881.0
79251,A142212, ,,1979,230700,2100,9, ,1,0,45323,350640.973255,581872.757678,1,1975 to 1979,3062881.0
79252,A142212, ,,1979,230700,2100,9, ,1,0,45323,350640.973255,581872.757678,1,1975 to 1979,3062881.0
79253,A143068, ,,1979,530500,1107,1, ,0,1,3667,358290.973255,555022.757678,1,1975 to 1979,3062881.0
79254,A143140, ,,1979,271400,1101,1, ,1,0,40437,351690.973255,578722.757678,1,1975 to 1979,3062881.0
79255,A143824, ,,1979,690400,1304,6, ,1,0,21149,359340.973255,566272.757678,1,1975 to 1979,3062881.0
79256,A140460, ,,1979,51400,1107,1, ,0,0,50938,354090.973255,585472.757678,1,1975 to 1979,3062881.0
79257,A144054, ,,1979,381800,1115,3, ,0,0,28138,359190.973255,570772.757678,1,1975 to 1979,3062881.0
79258,A145030, ,,1979,430900,7001,6, ,1,0,20707,362940.973255,565972.757678,1,1975 to 1979,3062881.0
79259,A128826, ,,1979,251400,1101,1, ,1,0,42036,346890.973255,579772.757678,1,1975 to 1979,3062881.0
79260,A146693, ,,1979,221600,1101,1, ,1,0,47675,353940.973255,583372.757678,1,1975 to 1979,3062881.0
79261,A147190, ,,1979,291100,1101,1, ,0,1,37405,351240.973255,576772.757678,1,1975 to 1979,3062881.0
79262,A148144, ,,1979,430200,1101,1, ,0,0,21636,362490.973255,566572.757678,1,1975 to 1979,3062881.0
79263,A148708, ,,1979,281600,1101,1, ,1,0,40459,354990.973255,578722.757678,1,1975 to 1979,3062881.0
79264,A149226, ,,1979,310900,1202,5, ,0,0,36728,354540.973255,576322.757678,1,1975 to 1979,3062881.0
79265,A149365, ,,1979,230200,1101,1, ,1,1,46261,351540.973255,582472.757678,1,1975 to 1979,3062881.0
79266,A149059, ,,1979,380900,2100,9, ,1,0,29307,359790.973255,571522.757678,1,1975 to 1979,3062881.0
79268,A151069, ,,1979,80800,3002,4, ,1,1,44669,357390.973255,581422.757678,1,1975 to 1979,3062881.0
79269,A151118, ,,1979,80400,2100,9, ,1,0,45601,357390.973255,582022.757678,1,1975 to 1979,3062881.0
79270,A151162, ,,1979,381100,1101,1, ,1,0,29077,360240.973255,571372.757678,1,1975 to 1979,3062881.0
79271,A152099, ,,1979,380500,1501,1, ,1,0,30930,358590.973255,572572.757678,1,1975 to 1979,3062881.0
79272,A153633, ,,1979,690300,2200,9, ,1,0,21609,358440.973255,566572.757678,1,1975 to 1979,3062881.0
79273,A154182, ,,1979,310600,2100,9, ,0,0,37207,356490.973255,576622.757678,1,1975 to 1979,3062881.0
79274,A152503, ,,1979,30600,1101,1, ,0,1,59105,355890.973255,590722.757678,1,1975 to 1979,3062881.0
79275,A155431, ,,1979,430500,2100,9, ,0,0,21403,362490.973255,566422.757678,1,1975 to 1979,3062881.0
79276,A129435, ,,1979,600900,1107,1, ,1,1,33249,356940.973255,574072.757678,1,1975 to 1979,3062881.0
79277,A158044, ,,1979,251900,1101,1, ,1,0,41572,347190.973255,579472.757678,1,1975 to 1979,3062881.0
79278,A149293, ,,1979,62200,2100,9, ,1,0,51419,356340.973255,585772.757678,1,1975 to 1979,3062881.0
79279,A159246, ,,1979,283700,2100,9, ,0,0,37908,356790.973255,577072.757678,1,1975 to 1979,3062881.0
79280,A159296, ,,1979,50600,1202,5, ,1,0,53270,354390.973255,586972.757678,1,1975 to 1979,3062881.0
79281,A160387, ,,1979,340300,1101,1, ,1,1,34421,357990.973255,574822.757678,1,1975 to 1979,3062881.0
79282,A160504, ,,1979,381600,3002,4, ,1,0,29300,358740.973255,571522.757678,1,1975 to 1979,3062881.0
79283,A159764, ,,1979,290500,1101,1, ,0,0,38338,351390.973255,577372.757678,1,1975 to 1979,3062881.0
79284,A160787, ,,1979,440600,1302,6, ,1,0,15556,359190.973255,562672.757678,1,1975 to 1979,3062881.0
79285,A161483, ,,1979,260300,2100,9, ,1,0,40890,349740.973255,579022.757678,1,1975 to 1979,3062881.0
79286,A161697, ,,1979,221100,2100,9, ,1,0,48125,351540.973255,583672.757678,1,1975 to 1979,3062881.0
79287,A161938, ,,1979,381700,1508,3, ,1,0,27668,358590.973255,570472.757678,1,1975 to 1979,3062881.0
79288,A161759, ,,1979,680400,2100,9, ,1,0,25560,356940.973255,569122.757678,1,1975 to 1979,3062881.0
79289,A162568, ,,1979,81100,1415,2, ,0,0,43744,358440.973255,580822.757678,1,1975 to 1979,3062881.0
79290,A163482, ,,1979,710500,2100,9, ,1,0,18326,355290.973255,564472.757678,1,1975 to 1979,3062881.0
79291,A164924, ,,1979,60800,2600,10, ,0,0,53522,357240.973255,587122.757678,1,1975 to 1979,3062881.0
79292,A165703, ,,1979,680900,1313,6, ,1,1,23003,357840.973255,567472.757678,1,1975 to 1979,3062881.0
79293,A166177, ,,1979,282700,2400,7, ,1,0,38586,353640.973255,577522.757678,1,1975 to 1979,3062881.0
79294,A166387, ,,1979,311400,2100,9, ,1,0,35800,355140.973255,575722.757678,1,1975 to 1979,3062881.0
79295,A165073, ,,1979,400200,2800,10, ,0,0,26271,358740.973255,569572.757678,1,1975 to 1979,3062881.0
79296,A16670, ,,1979,691400,2200,9, ,0,0,19059,360390.973255,564922.757678,1,1975 to 1979,3062881.0
79297,A168533, ,,1979,380800,2200,9, ,1,0,30002,359190.973255,571972.757678,1,1975 to 1979,3062881.0
79298,A168956, ,,1979,61900,1119,3, ,1,0,51658,357240.973255,585922.757678,1,1975 to 1979,3062881.0
79299,A169321, ,,1979,421100,1101,1, ,1,1,23497,362040.973255,567772.757678,1,1975 to 1979,3062881.0
79300,A164330, ,,1979,530500,1107,1, ,1,0,5067,358590.973255,555922.757678,1,1975 to 1979,3062881.0
79301,A170760, ,,1979,680200,2200,9, ,1,0,25102,358140.973255,568822.757678,1,1975 to 1979,3062881.0
79302,A171066, ,,1979,70700,2100,9, ,0,0,49776,354540.973255,584722.757678,1,1975 to 1979,3062881.0
79303,A171737, ,,1979,310600,2100,9, ,1,0,36970,355890.973255,576472.757678,1,1975 to 1979,3062881.0
79304,A172787, ,,1979,430100,1101,1, ,1,0,22574,363390.973255,567172.757678,1,1975 to 1979,3062881.0
79305,A173495, ,,1979,420100,1101,1, ,1,0,24195,361890.973255,568222.757678,1,1975 to 1979,3062881.0
79306,A174583, ,,1979,671300,1107,1, ,1,1,23450,354990.973255,567772.757678,1,1975 to 1979,3062881.0
79307,A295538, ,,1979,430100,2100,9, ,1,0,22573,363240.973255,567172.757678,1,1975 to 1979,3062881.0
79308,A170466, ,,1979,291400,2100,9, ,0,0,37179,352290.973255,576622.757678,1,1975 to 1979,3062881.0
79309,A175869, ,,1979,281700,1115,3, ,1,0,40928,355440.973255,579022.757678,1,1975 to 1979,3062881.0
79310,A176362, ,,1979,291300,1115,3, ,1,0,37410,351990.973255,576772.757678,1,1975 to 1979,3062881.0
79311,A159488, ,,1979,510200,2100,9, ,0,0,12094,364140.973255,560422.757678,1,1975 to 1979,3062881.0
79312,A178485, ,,1979,271100,3001,4, ,0,0,40443,352590.973255,578722.757678,1,1975 to 1979,3062881.0
79313,A178035, ,,1979,31500,2100,9, ,1,0,55615,356640.973255,588472.757678,1,1975 to 1979,3062881.0
79314,A179210, ,,1979,251500,2600,10, ,1,0,43205,347490.973255,580522.757678,1,1975 to 1979,3062881.0
79315,A180596, ,,1979,310800,2100,9, ,1,0,36967,355440.973255,576472.757678,1,1975 to 1979,3062881.0
79316,A180593, ,,1979,530600,1115,3, ,1,0,5307,359640.973255,556072.757678,1,1975 to 1979,3062881.0
79317,A180780, ,,1979,283200,1101,1, ,1,0,38601,355890.973255,577522.757678,1,1975 to 1979,3062881.0
79318,A180838, ,,1979,231500,1101,1, ,0,0,42532,351390.973255,580072.757678,1,1975 to 1979,3062881.0
79319,A180909, ,,1979,300600,2100,9, ,1,0,35773,351090.973255,575722.757678,1,1975 to 1979,3062881.0
79320,A181205, ,,1979,611900,1401,11, ,0,0,27182,355590.973255,570172.757678,1,1975 to 1979,3062881.0
79321,A182179, ,,1979,400400,2100,9, ,1,0,26042,359340.973255,569422.757678,1,1975 to 1979,3062881.0
79322,A182554, ,,1979,80400,2800,10, ,0,0,45834,357390.973255,582172.757678,1,1975 to 1979,3062881.0
79323,A183909, ,,1979,251700,2100,9, ,0,0,43448,348990.973255,580672.757678,1,1975 to 1979,3062881.0
79324,A184515, ,,1979,411400,1406,6, ,1,0,25119,360690.973255,568822.757678,1,1975 to 1979,3062881.0
79325,A185195, ,,1979,241400,1115,3, ,1,0,45814,354390.973255,582172.757678,1,1975 to 1979,3062881.0
79326,A181563, ,,1979,351500,1501,1, ,1,0,31862,358590.973255,573172.757678,1,1975 to 1979,3062881.0
79327,A188023, ,,1979,671900,2100,9, ,1,0,20427,355890.973255,565822.757678,1,1975 to 1979,3062881.0
79328,A188091, ,,1979,242900,1202,5, ,1,0,43249,354090.973255,580522.757678,1,1975 to 1979,3062881.0
79329,A188380, ,,1979,610300,2100,9, ,1,0,29744,355440.973255,571822.757678,1,1975 to 1979,3062881.0
79330,A187277, ,,1979,10700,1101,1, ,0,0,63059,354840.973255,593272.757678,1,1975 to 1979,3062881.0
79331,A182940, ,,1979,161100,2200,9, ,1,0,52307,349740.973255,586372.757678,1,1975 to 1979,3062881.0
79332,A193522, ,,1979,711400,3112,10, ,1,0,15541,356940.973255,562672.757678,1,1975 to 1979,3062881.0
79333,A189029, ,,1979,291100,1101,1, ,1,0,38334,350790.973255,577372.757678,1,1975 to 1979,3062881.0
79334,A188906, ,,1979,270300,2100,9, ,1,0,41835,351690.973255,579622.757678,1,1975 to 1979,3062881.0
79335,A189531, ,,1979,680600,2200,9, ,1,0,24860,356790.973255,568672.757678,1,1975 to 1979,3062881.0
79336,A185185, ,,1979,311000,2100,9, ,0,0,36724,353940.973255,576322.757678,1,1975 to 1979,3062881.0
79337,A189259, ,,1979,300900,2100,9, ,1,0,34851,352590.973255,575122.757678,1,1975 to 1979,3062881.0
79338,A189545, ,,1979,660600,1121,1, ,1,0,22976,353790.973255,567472.757678,1,1975 to 1979,3062881.0
79339,A189992, ,,1979,540100,1501,1, ,1,1,2058,361590.973255,553972.757678,1,1975 to 1979,3062881.0
79340,A190774, ,,1979,351500,1503,3, ,1,1,32095,358590.973255,573322.757678,1,1975 to 1979,3062881.0
79341,A190860, ,,1979,80800,1504,3, ,1,0,44669,357390.973255,581422.757678,1,1975 to 1979,3062881.0
79342,A191602, ,,1979,240900,1406,6, ,1,0,44633,351990.973255,581422.757678,1,1975 to 1979,3062881.0
79343,A182443, ,,1979,270200,1101,1, ,1,0,41376,352740.973255,579322.757678,1,1975 to 1979,3062881.0
79344,A194815, ,,1979,431100,1308,6, ,1,0,19304,362190.973255,565072.757678,1,1975 to 1979,3062881.0
79345,A196834, ,,1979,31700,2100,9, ,1,0,55839,355290.973255,588622.757678,1,1975 to 1979,3062881.0
79346,A185211, ,,1979,252000,1101,1, ,1,0,41339,347190.973255,579322.757678,1,1975 to 1979,3062881.0
79347,A198010, ,,1979,351100,1101,1, ,1,0,32336,359790.973255,573472.757678,1,1975 to 1979,3062881.0
79348,A198132, ,,1979,590100,2303,4, ,1,0,32773,355440.973255,573772.757678,1,1975 to 1979,3062881.0
79349,A198179, ,,1979,710200,1202,5, ,1,0,19271,357240.973255,565072.757678,1,1975 to 1979,3062881.0
79350,A198294, ,,1979,243000,2100,9, ,1,0,43484,354390.973255,580672.757678,1,1975 to 1979,3062881.0
79351,A199709, ,,1979,280500,1501,1, ,1,1,41619,354240.973255,579472.757678,1,1975 to 1979,3062881.0
79352,A198840, ,,1979,10800,1101,1, ,1,0,62127,354840.973255,592672.757678,1,1975 to 1979,3062881.0
79353,A201961, ,,1979,760800,3104,10, ,0,0,52243,340140.973255,586372.757678,1,1975 to 1979,3062881.0
79354,A202322, ,,1979,283800,1504,3, ,1,0,38603,356190.973255,577522.757678,1,1975 to 1979,3062881.0
79355,A202573, ,,1979,242600,1101,1, ,1,0,44407,353040.973255,581272.757678,1,1975 to 1979,3062881.0
79356,A203850, ,,1979,31000,1101,1, ,1,1,57234,354840.973255,589522.757678,1,1975 to 1979,3062881.0
79357,A205444, ,,1979,252000,1101,1, ,1,1,41567,346440.973255,579472.757678,1,1975 to 1979,3062881.0
79358,A204976, ,,1979,381100,1201,6, ,1,0,28843,360090.973255,571222.757678,1,1975 to 1979,3062881.0
79359,A205249, ,,1979,691100,2100,9, ,1,0,20677,358440.973255,565972.757678,1,1975 to 1979,3062881.0
79360,A198347, ,,1979,80800,3002,4, ,1,0,44669,357390.973255,581422.757678,1,1975 to 1979,3062881.0
79361,A205559, ,,1979,80400,2800,10, ,1,0,45368,357390.973255,581872.757678,1,1975 to 1979,3062881.0
79362,A204622, ,,1979,222500,1101,1, ,0,1,46733,352440.973255,582772.757678,1,1975 to 1979,3062881.0
79363,A205705, ,,1979,400400,1101,1, ,1,0,25810,359490.973255,569272.757678,1,1975 to 1979,3062881.0
79364,A206563, ,,1979,380500,2100,9, ,1,1,30465,358740.973255,572272.757678,1,1975 to 1979,3062881.0
79365,A206649, ,,1979,221100,1107,1, ,1,0,47426,351540.973255,583222.757678,1,1975 to 1979,3062881.0
79366,A206906, ,,1979,420800,2100,9, ,1,0,23253,360390.973255,567622.757678,1,1975 to 1979,3062881.0
79367,A195875, ,,1979,351300,2100,9, ,1,0,32332,359190.973255,573472.757678,1,1975 to 1979,3062881.0
79368,A209969, ,,1979,251500,2301,10, ,0,0,42273,347490.973255,579922.757678,1,1975 to 1979,3062881.0
79369,A209987, ,,1979,681200,2200,9, ,0,0,21372,357840.973255,566422.757678,1,1975 to 1979,3062881.0
79370,A211929, ,,1979,612200,2800,10, ,1,0,26263,357540.973255,569572.757678,1,1975 to 1979,3062881.0
79371,A212441, ,,1979,31700,1115,3, ,1,0,56074,355590.973255,588772.757678,1,1975 to 1979,3062881.0
79372,A213960, ,,1979,80700,2100,9, ,1,0,44901,357240.973255,581572.757678,1,1975 to 1979,3062881.0
79373,A212776, ,,1979,680900,1101,1, ,1,0,23470,357990.973255,567772.757678,1,1975 to 1979,3062881.0
79374,A215128, ,,1979,161100,2100,9, ,0,0,52303,349140.973255,586372.757678,1,1975 to 1979,3062881.0
79375,A212060, ,,1979,30600,1101,1, ,1,0,59339,356040.973255,590872.757678,1,1975 to 1979,3062881.0
79376,A193522, ,,1979,711400,3112,10, ,1,0,15541,356940.973255,562672.757678,1,1975 to 1979,3062881.0
